Threshold,TAR,FAR,FRR
0.05,0.0,0.0,1.0
0.060000000000000005,0.01,0.0,0.99
0.07,0.01,0.0,0.99
0.08000000000000002,0.07,0.0,0.93
0.09000000000000001,0.08,0.0,0.92
0.1,0.17,0.0,0.83
0.11000000000000001,0.21,0.0,0.79
0.12000000000000001,0.3,0.0,0.7
0.13,0.35,0.0,0.65
0.14,0.45,0.0,0.55
0.15000000000000002,0.47,0.0,0.53
0.16000000000000003,0.54,0.0,0.46
0.17000000000000004,0.59,0.0,0.41
0.18000000000000005,0.61,0.0,0.39
0.19,0.64,0.0,0.36
0.2,0.66,0.0,0.34
0.21000000000000002,0.7,0.0,0.3
0.22000000000000003,0.76,0.0,0.24
0.23000000000000004,0.78,0.0,0.22
0.24000000000000005,0.82,0.0,0.18
0.25000000000000006,0.85,0.0,0.15
0.26000000000000006,0.86,0.0,0.14
0.27,0.89,0.0,0.11
0.28,0.9,0.0,0.1
0.29000000000000004,0.91,0.0,0.09
0.30000000000000004,0.92,0.0,0.08
0.31000000000000005,0.92,0.0,0.08
0.32000000000000006,0.93,0.0,0.07
0.33,0.93,0.0,0.07
0.34,0.93,0.0,0.07
0.35000000000000003,0.94,0.0,0.06
0.36000000000000004,0.96,0.0,0.04
0.37000000000000005,0.96,0.0,0.04
0.38000000000000006,0.96,0.0,0.04
0.39000000000000007,0.96,0.0,0.04
0.4000000000000001,0.96,0.0,0.04
0.4100000000000001,0.96,0.0,0.04
0.42000000000000004,0.97,0.0,0.03
0.43000000000000005,0.97,0.0,0.03
0.44000000000000006,0.98,0.0,0.02
0.45000000000000007,0.98,0.0,0.02
0.4600000000000001,0.98,0.0,0.02
0.4700000000000001,0.98,0.0,0.02
0.4800000000000001,0.99,0.0,0.01
0.49000000000000005,0.99,0.0,0.01
0.5000000000000001,0.99,0.0,0.01
0.5100000000000001,1.0,0.0,0.0
0.5200000000000001,1.0,0.0,0.0
0.5300000000000001,1.0,0.0,0.0
0.5400000000000001,1.0,0.0,0.0
0.5500000000000002,1.0,0.0,0.0
0.5600000000000002,1.0,0.0,0.0
0.5700000000000002,1.0,0.0,0.0
0.5800000000000002,1.0,0.0,0.0
0.5900000000000002,1.0,0.0,0.0
0.6000000000000002,1.0,0.0,0.0
0.6100000000000001,1.0,0.0,0.0
0.6200000000000001,1.0,0.0,0.0
0.6300000000000001,1.0,0.0,0.0
0.6400000000000001,1.0,0.0,0.0
0.6500000000000001,1.0,0.0,0.0
0.6600000000000001,1.0,0.0,0.0
0.6700000000000002,1.0,0.0,0.0
0.6800000000000002,1.0,0.0,0.0
0.6900000000000002,1.0,0.0,0.0
0.7000000000000002,1.0,0.0,0.0
0.7100000000000002,1.0,0.0,0.0
0.7200000000000002,1.0,0.0,0.0
0.7300000000000002,1.0,0.0,0.0
0.7400000000000002,1.0,0.0,0.0
0.7500000000000002,1.0,0.0,0.0
0.7600000000000002,1.0,0.0,0.0
0.7700000000000002,1.0,0.0,0.0
0.7800000000000001,1.0,0.0,0.0
0.7900000000000001,1.0,0.0,0.0
0.8000000000000002,1.0,0.0,0.0
0.8100000000000002,1.0,0.0,0.0
0.8200000000000002,1.0,0.0,0.0
0.8300000000000002,1.0,0.0,0.0
0.8400000000000002,1.0,0.0,0.0
0.8500000000000002,1.0,0.0,0.0
0.8600000000000002,1.0,0.0,0.0
0.8700000000000002,1.0,0.0,0.0
0.8800000000000002,1.0,0.0,0.0
0.8900000000000002,1.0,0.0,0.0
0.9000000000000002,1.0,0.0,0.0
0.9100000000000003,1.0,0.0,0.0
0.9200000000000003,1.0,0.0,0.0
0.9300000000000002,1.0,0.0,0.0
0.9400000000000002,1.0,0.0,0.0
