Identity,Total Samples,Correct,Accuracy (%)
hoang,1,1,100.0
s1,1,1,100.0
s10,1,1,100.0
s11,1,1,100.0
s12,1,1,100.0
s13,1,1,100.0
s14,1,1,100.0
s15,1,1,100.0
s16,1,1,100.0
s17,1,1,100.0
s18,1,1,100.0
s19,1,1,100.0
s2,1,1,100.0
s20,1,1,100.0
s21,1,1,100.0
s22,1,1,100.0
s23,1,1,100.0
s24,1,1,100.0
s25,1,1,100.0
s26,1,1,100.0
s27,1,1,100.0
s28,1,1,100.0
s29,1,1,100.0
s3,1,1,100.0
s30,1,1,100.0
s31,1,1,100.0
s32,1,1,100.0
s4,1,1,100.0
s5,1,1,100.0
s6,1,1,100.0
s7,1,1,100.0
s8,1,1,100.0
s9,1,1,100.0
